data_idx,question,prompt,response,correct_choice,correct_choice_alphabet,parsed_response
16045,What type of paint was used to paint the pictures hanging on the wall?,"What type of paint was used to paint the pictures hanging on the wall?
A. acrylic
B. gouache
C. watercolor
D. oil

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerablechoice answer choice choice,watercolor,C,A
10233,What does the umbrella keep out here?,"What does the umbrella keep out here?
A. flies
B. rain
C. mosquitos
D. sun

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A Shs realizations,sun,D,A
15592,What is the man with the number 2 on his back swinging at?,"What is the man with the number 2 on his back swinging at?
A. person
B. post
C. bird
D. ball

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here would need,ball,D,A
7538,What is he doing?,"What is he doing?
A. watching tv
B. making dinner
C. using computer
D. showing off

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C of autonoms,using computer,C,C
16047,Who would most likely use the stool in this room?,"Who would most likely use the stool in this room?
A. baby
B. teenager
C. toddler
D. adult

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. baby of,toddler,C,A
6578,Which animal is in most danger here?,"Which animal is in most danger here?
A. rabbit
B. cow
C. mare
D. bird

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A.paragusiele,bird,D,A
5244,What is the tray made from?,"What is the tray made from?
A. wood
B. plastic
C. steel
D. glass

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. Siemrean,steel,C,C
5257,What does the flying thing make use of on the ground?,"What does the flying thing make use of on the ground?
A. seeds
B. runway
C. crops
D. nest

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,runway,B,A
15609,What do all the foods being prepared have in common?,"What do all the foods being prepared have in common?
A. vegetables
B. meat
C. dessert
D. dairy

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,vegetables,A,A
6811,What is this item an ingredient in?,"What is this item an ingredient in?
A. tacos
B. cheeseburgers
C. strawberry shortcake
D. banana pudding

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response like this would,banana pudding,D,A
12056,What is showing on the woman that shouldn't be?,"What is showing on the woman that shouldn't be?
A. bra straps
B. slip
C. underwear
D. pantyhose

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,bra straps,A,A
8618,What are the two white people riding the elephant called?,"What are the two white people riding the elephant called?
A. residents
B. tourists
C. locals
D. natives

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,tourists,B,A
10729,What is intended to rock back and forth?,"What is intended to rock back and forth?
A. chair
B. cabinet
C. table
D. stool

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",numerable_ answer_ possibilities,chair,A,B
9272,What is the man doing on the bench?,"What is the man doing on the bench?
A. reading
B. napping
C. playing
D. eating

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", B of autonoms,napping,B,B
14410,What is under the plate?,"What is under the plate?
A. glove
B. mouse
C. balloon
D. towel

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. Proponents of this,towel,D,A
14324,What is the largest number in the cow in the foreground's collar?,"What is the largest number in the cow in the foreground's collar?
A. seven
B. six
C. four
D. nine

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,nine,D,A
15587,What is in the bowl with the bananas?,"What is in the bowl with the bananas?
A. lemons
B. limes
C. strawberries
D. cherries

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",C. There areptious,strawberries,C,C
1270,What is the mouse's wife's name?,"What is the mouse's wife's name?
A. justina
B. minnie
C. dasha
D. delores

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",tysburgs wife's name,minnie,B,S
6459,Why is she using a umbrella?,"Why is she using a umbrella?
A. rain
B. snow
C. disguise
D. sun

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,rain,A,A
9756,Why are the young elephants behind the wooden posts?,"Why are the young elephants behind the wooden posts?
A. for feeding
B. for training
C. to punish
D. to wash

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response A or B,for training,B,A
136,At which direction is the highland cattle above staring to?,"At which direction is the highland cattle above staring to?
A. up
B. right
C. left
D. front

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of choice rather,front,D,A
538,What are the horses doing?,"What are the horses doing?
A. pulling plow
B. eating grass
C. performing tricks
D. resting

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,pulling plow,A,A
693,What would usually be where the pasta is?,"What would usually be where the pasta is?
A. eggs
B. hamburger
C. meatloaf
D. hot dog

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of tyrid,hot dog,D,A
9013,How are these two people related?,"How are these two people related?
A. strangers
B. siblings
C. enemies
D. spouses

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",D of autonoms,spouses,D,D
6911,What type of people might the driver here transport?,"What type of people might the driver here transport?
A. salesmen
B. prisoners
C. children
D. tourists

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. of autonom,tourists,D,A
7986,Is there a fence in this image?,"Is there a fence in this image?
A. unsure
B. no
C. maybe
D. yes

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A. The neighblish,yes,D,A
12486,What's near the zebras?,"What's near the zebras?
A. lagoon
B. jungle
C. lion
D. ocean

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response form this question,lagoon,A,A
2831,What two forms of entertainment can be found on this street?,"What two forms of entertainment can be found on this street?
A. movie/gambling
B. concert/dancing
C. football/rodeo
D. nascar/gymnastics

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,movie/gambling,A,A
4920,What is the main reason to stay in this room?,"What is the main reason to stay in this room?
A. to sleep
B. to bathe
C. to cook
D. to exercise

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","A of course,",to sleep,A,A
16022,What country is this likely in?,"What country is this likely in?
A. united states
B. france
C. mexico
D. south africa

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Shs monar,united states,A,A
9970,Where are repairs taking place here?,"Where are repairs taking place here?
A. sidewalk only
B. street
C. automobiles
D. parking garage

(You must answer with only the letter enclosed in curly bracket, e.g. {A})","uschwitz of[...,].",street,B,A
15333,What color is the umbrella held by the woman barefoot on the beach?,"What color is the umbrella held by the woman barefoot on the beach?
A. brown
B. blue
C. white
D. red

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response option ( human,brown,A,A
14306,What do many of these animals have?,"What do many of these animals have?
A. horns
B. wings
C. quills
D. talons

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of autonomely,horns,A,A
11089,What type of bread is on the sandwich?,"What type of bread is on the sandwich?
A. white
B. whole wheat
C. light rye
D. sourdough

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response of Consuming or,light rye,C,A
8888,What is happening in the middle of the baseball diamond?,"What is happening in the middle of the baseball diamond?
A. perfect game
B. award ceremony
C. memorial
D. pitching change

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,award ceremony,B,A
9432,What skateboard wheels are best for street?,"What skateboard wheels are best for street?
A. 88a-100a
B. 70a-75a
C. 90a-100a
D. 88a-95a

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will be,88a-95a,D,A
3316,From where did this person directly come?,"From where did this person directly come?
A. up high
B. sun valley
C. below
D. ski lodge

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A of autonoms,up high,A,A
15064,What color is the animal on the right's nose?,"What color is the animal on the right's nose?
A. orange
B. black
C. green
D. pink

(You must answer with only the letter enclosed in curly bracket, e.g. {A})", A response here will need,pink,D,A
15664,How many sheep are standing around in the cape field?,"How many sheep are standing around in the cape field?
A. two
B. four
C. six
D. three

(You must answer with only the letter enclosed in curly bracket, e.g. {A})"," A Norderedly,",three,D,A
4049,In what year was a car first produced under the name on the right?,"In what year was a car first produced under the name on the right?
A. 1955
B. 1926
C. 1915
D. 1906

(You must answer with only the letter enclosed in curly bracket, e.g. {A})",A Norderedbyccording,1926,B,A
